# ln(x) rounding bounds for all valid bfloat16 inputs (MPFR 4.2.1)
# lb=(y_prev+y)/2, ub=(y+y_next)/2; edge open/closed by ties-to-even
#   y even -> [lb,ub] rounds to y (closed); y odd -> (lb,ub) (open)
# columns: u,i1,i2,scope,edge,lb_hex,ub_hex,y_hex,y_bits,lb_dec,ub_dec
25790,201,62,LP,open,0x3.3ap+4,0x3.3ep+4,0x3.3cp+4,0x424F,51.625,51.875
25791,201,63,LP,open,0x3.3ap+4,0x3.3ep+4,0x3.3cp+4,0x424F,51.625,51.875
25792,201,64,LP,open,0x3.3ap+4,0x3.3ep+4,0x3.3cp+4,0x424F,51.625,51.875
25793,201,65,LP,open,0x3.3ap+4,0x3.3ep+4,0x3.3cp+4,0x424F,51.625,51.875
25794,201,66,LP,open,0x3.3ap+4,0x3.3ep+4,0x3.3cp+4,0x424F,51.625,51.875
25795,201,67,LP,open,0x3.3ap+4,0x3.3ep+4,0x3.3cp+4,0x424F,51.625,51.875
25796,201,68,LP,open,0x3.3ap+4,0x3.3ep+4,0x3.3cp+4,0x424F,51.625,51.875
25797,201,69,LP,open,0x3.3ap+4,0x3.3ep+4,0x3.3cp+4,0x424F,51.625,51.875
25798,201,70,LP,open,0x3.3ap+4,0x3.3ep+4,0x3.3cp+4,0x424F,51.625,51.875
25799,201,71,LP,open,0x3.3ap+4,0x3.3ep+4,0x3.3cp+4,0x424F,51.625,51.875
25800,201,72,LP,open,0x3.3ap+4,0x3.3ep+4,0x3.3cp+4,0x424F,51.625,51.875
25801,201,73,LP,open,0x3.3ap+4,0x3.3ep+4,0x3.3cp+4,0x424F,51.625,51.875
25802,201,74,LP,open,0x3.3ap+4,0x3.3ep+4,0x3.3cp+4,0x424F,51.625,51.875
25803,201,75,LP,open,0x3.3ap+4,0x3.3ep+4,0x3.3cp+4,0x424F,51.625,51.875
25804,201,76,LP,open,0x3.3ap+4,0x3.3ep+4,0x3.3cp+4,0x424F,51.625,51.875
25805,201,77,LP,open,0x3.3ap+4,0x3.3ep+4,0x3.3cp+4,0x424F,51.625,51.875
25806,201,78,LP,open,0x3.3ap+4,0x3.3ep+4,0x3.3cp+4,0x424F,51.625,51.875
25807,201,79,LP,open,0x3.3ap+4,0x3.3ep+4,0x3.3cp+4,0x424F,51.625,51.875
25808,201,80,LP,open,0x3.3ap+4,0x3.3ep+4,0x3.3cp+4,0x424F,51.625,51.875
25809,201,81,LP,open,0x3.3ap+4,0x3.3ep+4,0x3.3cp+4,0x424F,51.625,51.875
25810,201,82,LP,open,0x3.3ap+4,0x3.3ep+4,0x3.3cp+4,0x424F,51.625,51.875
25811,201,83,LP,open,0x3.3ap+4,0x3.3ep+4,0x3.3cp+4,0x424F,51.625,51.875
25812,201,84,LP,open,0x3.3ap+4,0x3.3ep+4,0x3.3cp+4,0x424F,51.625,51.875
25813,201,85,LP,open,0x3.3ap+4,0x3.3ep+4,0x3.3cp+4,0x424F,51.625,51.875
25814,201,86,LP,open,0x3.3ap+4,0x3.3ep+4,0x3.3cp+4,0x424F,51.625,51.875
25815,201,87,LP,open,0x3.3ap+4,0x3.3ep+4,0x3.3cp+4,0x424F,51.625,51.875
25816,201,88,LP,open,0x3.3ap+4,0x3.3ep+4,0x3.3cp+4,0x424F,51.625,51.875
25817,201,89,LP,open,0x3.3ap+4,0x3.3ep+4,0x3.3cp+4,0x424F,51.625,51.875
25818,201,90,LP,open,0x3.3ap+4,0x3.3ep+4,0x3.3cp+4,0x424F,51.625,51.875
25819,201,91,LP,open,0x3.3ap+4,0x3.3ep+4,0x3.3cp+4,0x424F,51.625,51.875
25820,201,92,LP,open,0x3.3ap+4,0x3.3ep+4,0x3.3cp+4,0x424F,51.625,51.875
25821,201,93,LP,open,0x3.3ap+4,0x3.3ep+4,0x3.3cp+4,0x424F,51.625,51.875
25822,201,94,LP,open,0x3.3ap+4,0x3.3ep+4,0x3.3cp+4,0x424F,51.625,51.875
25823,201,95,LP,open,0x3.3ap+4,0x3.3ep+4,0x3.3cp+4,0x424F,51.625,51.875
25824,201,96,LP,open,0x3.3ap+4,0x3.3ep+4,0x3.3cp+4,0x424F,51.625,51.875
25825,201,97,LP,open,0x3.3ap+4,0x3.3ep+4,0x3.3cp+4,0x424F,51.625,51.875
25826,201,98,LP,open,0x3.3ap+4,0x3.3ep+4,0x3.3cp+4,0x424F,51.625,51.875
25827,201,99,LP,open,0x3.3ap+4,0x3.3ep+4,0x3.3cp+4,0x424F,51.625,51.875
25828,201,100,LP,open,0x3.3ap+4,0x3.3ep+4,0x3.3cp+4,0x424F,51.625,51.875
25829,201,101,LP,open,0x3.3ap+4,0x3.3ep+4,0x3.3cp+4,0x424F,51.625,51.875
25830,201,102,LP,closed,0x3.3ep+4,0x3.42p+4,0x3.4p+4,0x4250,51.875,52.125
25831,201,103,LP,closed,0x3.3ep+4,0x3.42p+4,0x3.4p+4,0x4250,51.875,52.125
25832,201,104,LP,closed,0x3.3ep+4,0x3.42p+4,0x3.4p+4,0x4250,51.875,52.125
25833,201,105,LP,closed,0x3.3ep+4,0x3.42p+4,0x3.4p+4,0x4250,51.875,52.125
25834,201,106,LP,closed,0x3.3ep+4,0x3.42p+4,0x3.4p+4,0x4250,51.875,52.125
25835,201,107,LP,closed,0x3.3ep+4,0x3.42p+4,0x3.4p+4,0x4250,51.875,52.125
25836,201,108,LP,closed,0x3.3ep+4,0x3.42p+4,0x3.4p+4,0x4250,51.875,52.125
25837,201,109,LP,closed,0x3.3ep+4,0x3.42p+4,0x3.4p+4,0x4250,51.875,52.125
25838,201,110,LP,closed,0x3.3ep+4,0x3.42p+4,0x3.4p+4,0x4250,51.875,52.125
25839,201,111,LP,closed,0x3.3ep+4,0x3.42p+4,0x3.4p+4,0x4250,51.875,52.125
25840,201,112,LP,closed,0x3.3ep+4,0x3.42p+4,0x3.4p+4,0x4250,51.875,52.125
25841,201,113,LP,closed,0x3.3ep+4,0x3.42p+4,0x3.4p+4,0x4250,51.875,52.125
25842,201,114,LP,closed,0x3.3ep+4,0x3.42p+4,0x3.4p+4,0x4250,51.875,52.125
25843,201,115,LP,closed,0x3.3ep+4,0x3.42p+4,0x3.4p+4,0x4250,51.875,52.125
25844,201,116,LP,closed,0x3.3ep+4,0x3.42p+4,0x3.4p+4,0x4250,51.875,52.125
25845,201,117,LP,closed,0x3.3ep+4,0x3.42p+4,0x3.4p+4,0x4250,51.875,52.125
25846,201,118,LP,closed,0x3.3ep+4,0x3.42p+4,0x3.4p+4,0x4250,51.875,52.125
25847,201,119,LP,closed,0x3.3ep+4,0x3.42p+4,0x3.4p+4,0x4250,51.875,52.125
25848,201,120,LP,closed,0x3.3ep+4,0x3.42p+4,0x3.4p+4,0x4250,51.875,52.125
25849,201,121,LP,closed,0x3.3ep+4,0x3.42p+4,0x3.4p+4,0x4250,51.875,52.125
25850,201,122,LP,closed,0x3.3ep+4,0x3.42p+4,0x3.4p+4,0x4250,51.875,52.125
25851,201,123,LP,closed,0x3.3ep+4,0x3.42p+4,0x3.4p+4,0x4250,51.875,52.125
25852,201,124,LP,closed,0x3.3ep+4,0x3.42p+4,0x3.4p+4,0x4250,51.875,52.125
25853,201,125,LP,closed,0x3.3ep+4,0x3.42p+4,0x3.4p+4,0x4250,51.875,52.125
25854,201,126,LP,closed,0x3.3ep+4,0x3.42p+4,0x3.4p+4,0x4250,51.875,52.125
25855,201,127,LP,closed,0x3.3ep+4,0x3.42p+4,0x3.4p+4,0x4250,51.875,52.125
25856,202,0,LP,closed,0x3.3ep+4,0x3.42p+4,0x3.4p+4,0x4250,51.875,52.125
25857,202,1,LP,closed,0x3.3ep+4,0x3.42p+4,0x3.4p+4,0x4250,51.875,52.125
25858,202,2,LP,closed,0x3.3ep+4,0x3.42p+4,0x3.4p+4,0x4250,51.875,52.125
25859,202,3,LP,closed,0x3.3ep+4,0x3.42p+4,0x3.4p+4,0x4250,51.875,52.125
25860,202,4,LP,closed,0x3.3ep+4,0x3.42p+4,0x3.4p+4,0x4250,51.875,52.125
25861,202,5,LP,closed,0x3.3ep+4,0x3.42p+4,0x3.4p+4,0x4250,51.875,52.125
25862,202,6,LP,closed,0x3.3ep+4,0x3.42p+4,0x3.4p+4,0x4250,51.875,52.125
25863,202,7,LP,closed,0x3.3ep+4,0x3.42p+4,0x3.4p+4,0x4250,51.875,52.125
25864,202,8,LP,closed,0x3.3ep+4,0x3.42p+4,0x3.4p+4,0x4250,51.875,52.125
25865,202,9,LP,closed,0x3.3ep+4,0x3.42p+4,0x3.4p+4,0x4250,51.875,52.125
25866,202,10,LP,closed,0x3.3ep+4,0x3.42p+4,0x3.4p+4,0x4250,51.875,52.125
25867,202,11,LP,closed,0x3.3ep+4,0x3.42p+4,0x3.4p+4,0x4250,51.875,52.125
25868,202,12,LP,closed,0x3.3ep+4,0x3.42p+4,0x3.4p+4,0x4250,51.875,52.125
25869,202,13,LP,closed,0x3.3ep+4,0x3.42p+4,0x3.4p+4,0x4250,51.875,52.125
25870,202,14,LP,closed,0x3.3ep+4,0x3.42p+4,0x3.4p+4,0x4250,51.875,52.125
25871,202,15,LP,closed,0x3.3ep+4,0x3.42p+4,0x3.4p+4,0x4250,51.875,52.125
25872,202,16,LP,closed,0x3.3ep+4,0x3.42p+4,0x3.4p+4,0x4250,51.875,52.125
25873,202,17,LP,closed,0x3.3ep+4,0x3.42p+4,0x3.4p+4,0x4250,51.875,52.125
25874,202,18,LP,closed,0x3.3ep+4,0x3.42p+4,0x3.4p+4,0x4250,51.875,52.125
25875,202,19,LP,closed,0x3.3ep+4,0x3.42p+4,0x3.4p+4,0x4250,51.875,52.125
25876,202,20,LP,open,0x3.42p+4,0x3.46p+4,0x3.44p+4,0x4251,52.125,52.375
25877,202,21,LP,open,0x3.42p+4,0x3.46p+4,0x3.44p+4,0x4251,52.125,52.375
25878,202,22,LP,open,0x3.42p+4,0x3.46p+4,0x3.44p+4,0x4251,52.125,52.375
25879,202,23,LP,open,0x3.42p+4,0x3.46p+4,0x3.44p+4,0x4251,52.125,52.375
25880,202,24,LP,open,0x3.42p+4,0x3.46p+4,0x3.44p+4,0x4251,52.125,52.375
25881,202,25,LP,open,0x3.42p+4,0x3.46p+4,0x3.44p+4,0x4251,52.125,52.375
25882,202,26,LP,open,0x3.42p+4,0x3.46p+4,0x3.44p+4,0x4251,52.125,52.375
25883,202,27,LP,open,0x3.42p+4,0x3.46p+4,0x3.44p+4,0x4251,52.125,52.375
25884,202,28,LP,open,0x3.42p+4,0x3.46p+4,0x3.44p+4,0x4251,52.125,52.375
25885,202,29,LP,open,0x3.42p+4,0x3.46p+4,0x3.44p+4,0x4251,52.125,52.375
25886,202,30,LP,open,0x3.42p+4,0x3.46p+4,0x3.44p+4,0x4251,52.125,52.375
25887,202,31,LP,open,0x3.42p+4,0x3.46p+4,0x3.44p+4,0x4251,52.125,52.375
25888,202,32,LP,open,0x3.42p+4,0x3.46p+4,0x3.44p+4,0x4251,52.125,52.375
25889,202,33,LP,open,0x3.42p+4,0x3.46p+4,0x3.44p+4,0x4251,52.125,52.375
25890,202,34,LP,open,0x3.42p+4,0x3.46p+4,0x3.44p+4,0x4251,52.125,52.375
25891,202,35,LP,open,0x3.42p+4,0x3.46p+4,0x3.44p+4,0x4251,52.125,52.375
25892,202,36,LP,open,0x3.42p+4,0x3.46p+4,0x3.44p+4,0x4251,52.125,52.375
25893,202,37,LP,open,0x3.42p+4,0x3.46p+4,0x3.44p+4,0x4251,52.125,52.375
25894,202,38,LP,open,0x3.42p+4,0x3.46p+4,0x3.44p+4,0x4251,52.125,52.375
25895,202,39,LP,open,0x3.42p+4,0x3.46p+4,0x3.44p+4,0x4251,52.125,52.375
25896,202,40,LP,open,0x3.42p+4,0x3.46p+4,0x3.44p+4,0x4251,52.125,52.375
25897,202,41,LP,open,0x3.42p+4,0x3.46p+4,0x3.44p+4,0x4251,52.125,52.375
25898,202,42,LP,open,0x3.42p+4,0x3.46p+4,0x3.44p+4,0x4251,52.125,52.375
25899,202,43,LP,open,0x3.42p+4,0x3.46p+4,0x3.44p+4,0x4251,52.125,52.375
25900,202,44,LP,open,0x3.42p+4,0x3.46p+4,0x3.44p+4,0x4251,52.125,52.375
25901,202,45,LP,open,0x3.42p+4,0x3.46p+4,0x3.44p+4,0x4251,52.125,52.375
25902,202,46,LP,open,0x3.42p+4,0x3.46p+4,0x3.44p+4,0x4251,52.125,52.375
25903,202,47,LP,open,0x3.42p+4,0x3.46p+4,0x3.44p+4,0x4251,52.125,52.375
25904,202,48,LP,open,0x3.42p+4,0x3.46p+4,0x3.44p+4,0x4251,52.125,52.375
25905,202,49,LP,open,0x3.42p+4,0x3.46p+4,0x3.44p+4,0x4251,52.125,52.375
25906,202,50,LP,open,0x3.42p+4,0x3.46p+4,0x3.44p+4,0x4251,52.125,52.375
25907,202,51,LP,open,0x3.42p+4,0x3.46p+4,0x3.44p+4,0x4251,52.125,52.375
25908,202,52,LP,open,0x3.42p+4,0x3.46p+4,0x3.44p+4,0x4251,52.125,52.375
25909,202,53,LP,open,0x3.42p+4,0x3.46p+4,0x3.44p+4,0x4251,52.125,52.375
25910,202,54,LP,open,0x3.42p+4,0x3.46p+4,0x3.44p+4,0x4251,52.125,52.375
25911,202,55,LP,open,0x3.42p+4,0x3.46p+4,0x3.44p+4,0x4251,52.125,52.375
25912,202,56,LP,open,0x3.42p+4,0x3.46p+4,0x3.44p+4,0x4251,52.125,52.375
25913,202,57,LP,open,0x3.42p+4,0x3.46p+4,0x3.44p+4,0x4251,52.125,52.375
25914,202,58,LP,open,0x3.42p+4,0x3.46p+4,0x3.44p+4,0x4251,52.125,52.375
25915,202,59,LP,open,0x3.42p+4,0x3.46p+4,0x3.44p+4,0x4251,52.125,52.375
25916,202,60,LP,open,0x3.42p+4,0x3.46p+4,0x3.44p+4,0x4251,52.125,52.375
25917,202,61,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25918,202,62,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25919,202,63,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25920,202,64,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25921,202,65,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25922,202,66,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25923,202,67,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25924,202,68,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25925,202,69,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25926,202,70,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25927,202,71,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25928,202,72,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25929,202,73,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25930,202,74,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25931,202,75,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25932,202,76,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25933,202,77,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25934,202,78,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25935,202,79,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25936,202,80,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25937,202,81,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25938,202,82,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25939,202,83,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25940,202,84,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25941,202,85,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25942,202,86,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25943,202,87,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25944,202,88,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25945,202,89,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25946,202,90,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25947,202,91,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25948,202,92,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25949,202,93,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25950,202,94,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25951,202,95,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25952,202,96,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25953,202,97,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25954,202,98,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25955,202,99,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25956,202,100,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25957,202,101,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25958,202,102,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25959,202,103,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25960,202,104,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25961,202,105,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25962,202,106,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25963,202,107,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25964,202,108,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25965,202,109,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25966,202,110,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25967,202,111,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25968,202,112,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25969,202,113,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25970,202,114,LP,closed,0x3.46p+4,0x3.4ap+4,0x3.48p+4,0x4252,52.375,52.625
25971,202,115,LP,open,0x3.4ap+4,0x3.4ep+4,0x3.4cp+4,0x4253,52.625,52.875
25972,202,116,LP,open,0x3.4ap+4,0x3.4ep+4,0x3.4cp+4,0x4253,52.625,52.875
25973,202,117,LP,open,0x3.4ap+4,0x3.4ep+4,0x3.4cp+4,0x4253,52.625,52.875
25974,202,118,LP,open,0x3.4ap+4,0x3.4ep+4,0x3.4cp+4,0x4253,52.625,52.875
25975,202,119,LP,open,0x3.4ap+4,0x3.4ep+4,0x3.4cp+4,0x4253,52.625,52.875
25976,202,120,LP,open,0x3.4ap+4,0x3.4ep+4,0x3.4cp+4,0x4253,52.625,52.875
25977,202,121,LP,open,0x3.4ap+4,0x3.4ep+4,0x3.4cp+4,0x4253,52.625,52.875
25978,202,122,LP,open,0x3.4ap+4,0x3.4ep+4,0x3.4cp+4,0x4253,52.625,52.875
25979,202,123,LP,open,0x3.4ap+4,0x3.4ep+4,0x3.4cp+4,0x4253,52.625,52.875
25980,202,124,LP,open,0x3.4ap+4,0x3.4ep+4,0x3.4cp+4,0x4253,52.625,52.875
25981,202,125,LP,open,0x3.4ap+4,0x3.4ep+4,0x3.4cp+4,0x4253,52.625,52.875
25982,202,126,LP,open,0x3.4ap+4,0x3.4ep+4,0x3.4cp+4,0x4253,52.625,52.875
25983,202,127,LP,open,0x3.4ap+4,0x3.4ep+4,0x3.4cp+4,0x4253,52.625,52.875
25984,203,0,LP,open,0x3.4ap+4,0x3.4ep+4,0x3.4cp+4,0x4253,52.625,52.875
25985,203,1,LP,open,0x3.4ap+4,0x3.4ep+4,0x3.4cp+4,0x4253,52.625,52.875
25986,203,2,LP,open,0x3.4ap+4,0x3.4ep+4,0x3.4cp+4,0x4253,52.625,52.875
25987,203,3,LP,open,0x3.4ap+4,0x3.4ep+4,0x3.4cp+4,0x4253,52.625,52.875
25988,203,4,LP,open,0x3.4ap+4,0x3.4ep+4,0x3.4cp+4,0x4253,52.625,52.875
25989,203,5,LP,open,0x3.4ap+4,0x3.4ep+4,0x3.4cp+4,0x4253,52.625,52.875
25990,203,6,LP,open,0x3.4ap+4,0x3.4ep+4,0x3.4cp+4,0x4253,52.625,52.875
25991,203,7,LP,open,0x3.4ap+4,0x3.4ep+4,0x3.4cp+4,0x4253,52.625,52.875
25992,203,8,LP,open,0x3.4ap+4,0x3.4ep+4,0x3.4cp+4,0x4253,52.625,52.875
25993,203,9,LP,open,0x3.4ap+4,0x3.4ep+4,0x3.4cp+4,0x4253,52.625,52.875
25994,203,10,LP,open,0x3.4ap+4,0x3.4ep+4,0x3.4cp+4,0x4253,52.625,52.875
25995,203,11,LP,open,0x3.4ap+4,0x3.4ep+4,0x3.4cp+4,0x4253,52.625,52.875
25996,203,12,LP,open,0x3.4ap+4,0x3.4ep+4,0x3.4cp+4,0x4253,52.625,52.875
25997,203,13,LP,open,0x3.4ap+4,0x3.4ep+4,0x3.4cp+4,0x4253,52.625,52.875
25998,203,14,LP,open,0x3.4ap+4,0x3.4ep+4,0x3.4cp+4,0x4253,52.625,52.875
25999,203,15,LP,open,0x3.4ap+4,0x3.4ep+4,0x3.4cp+4,0x4253,52.625,52.875
26000,203,16,LP,open,0x3.4ap+4,0x3.4ep+4,0x3.4cp+4,0x4253,52.625,52.875
26001,203,17,LP,open,0x3.4ap+4,0x3.4ep+4,0x3.4cp+4,0x4253,52.625,52.875
26002,203,18,LP,open,0x3.4ap+4,0x3.4ep+4,0x3.4cp+4,0x4253,52.625,52.875
26003,203,19,LP,open,0x3.4ap+4,0x3.4ep+4,0x3.4cp+4,0x4253,52.625,52.875
26004,203,20,LP,open,0x3.4ap+4,0x3.4ep+4,0x3.4cp+4,0x4253,52.625,52.875
26005,203,21,LP,open,0x3.4ap+4,0x3.4ep+4,0x3.4cp+4,0x4253,52.625,52.875
26006,203,22,LP,open,0x3.4ap+4,0x3.4ep+4,0x3.4cp+4,0x4253,52.625,52.875
26007,203,23,LP,open,0x3.4ap+4,0x3.4ep+4,0x3.4cp+4,0x4253,52.625,52.875
26008,203,24,LP,open,0x3.4ap+4,0x3.4ep+4,0x3.4cp+4,0x4253,52.625,52.875
26009,203,25,LP,open,0x3.4ap+4,0x3.4ep+4,0x3.4cp+4,0x4253,52.625,52.875
26010,203,26,LP,open,0x3.4ap+4,0x3.4ep+4,0x3.4cp+4,0x4253,52.625,52.875
26011,203,27,LP,open,0x3.4ap+4,0x3.4ep+4,0x3.4cp+4,0x4253,52.625,52.875
26012,203,28,LP,closed,0x3.4ep+4,0x3.52p+4,0x3.5p+4,0x4254,52.875,53.125
26013,203,29,LP,closed,0x3.4ep+4,0x3.52p+4,0x3.5p+4,0x4254,52.875,53.125
26014,203,30,LP,closed,0x3.4ep+4,0x3.52p+4,0x3.5p+4,0x4254,52.875,53.125
26015,203,31,LP,closed,0x3.4ep+4,0x3.52p+4,0x3.5p+4,0x4254,52.875,53.125
26016,203,32,LP,closed,0x3.4ep+4,0x3.52p+4,0x3.5p+4,0x4254,52.875,53.125
26017,203,33,LP,closed,0x3.4ep+4,0x3.52p+4,0x3.5p+4,0x4254,52.875,53.125
26018,203,34,LP,closed,0x3.4ep+4,0x3.52p+4,0x3.5p+4,0x4254,52.875,53.125
26019,203,35,LP,closed,0x3.4ep+4,0x3.52p+4,0x3.5p+4,0x4254,52.875,53.125
26020,203,36,LP,closed,0x3.4ep+4,0x3.52p+4,0x3.5p+4,0x4254,52.875,53.125
26021,203,37,LP,closed,0x3.4ep+4,0x3.52p+4,0x3.5p+4,0x4254,52.875,53.125
26022,203,38,LP,closed,0x3.4ep+4,0x3.52p+4,0x3.5p+4,0x4254,52.875,53.125
26023,203,39,LP,closed,0x3.4ep+4,0x3.52p+4,0x3.5p+4,0x4254,52.875,53.125
26024,203,40,LP,closed,0x3.4ep+4,0x3.52p+4,0x3.5p+4,0x4254,52.875,53.125
26025,203,41,LP,closed,0x3.4ep+4,0x3.52p+4,0x3.5p+4,0x4254,52.875,53.125
26026,203,42,LP,closed,0x3.4ep+4,0x3.52p+4,0x3.5p+4,0x4254,52.875,53.125
26027,203,43,LP,closed,0x3.4ep+4,0x3.52p+4,0x3.5p+4,0x4254,52.875,53.125
26028,203,44,LP,closed,0x3.4ep+4,0x3.52p+4,0x3.5p+4,0x4254,52.875,53.125
26029,203,45,LP,closed,0x3.4ep+4,0x3.52p+4,0x3.5p+4,0x4254,52.875,53.125
26030,203,46,LP,closed,0x3.4ep+4,0x3.52p+4,0x3.5p+4,0x4254,52.875,53.125
26031,203,47,LP,closed,0x3.4ep+4,0x3.52p+4,0x3.5p+4,0x4254,52.875,53.125
26032,203,48,LP,closed,0x3.4ep+4,0x3.52p+4,0x3.5p+4,0x4254,52.875,53.125
26033,203,49,LP,closed,0x3.4ep+4,0x3.52p+4,0x3.5p+4,0x4254,52.875,53.125
26034,203,50,LP,closed,0x3.4ep+4,0x3.52p+4,0x3.5p+4,0x4254,52.875,53.125
26035,203,51,LP,closed,0x3.4ep+4,0x3.52p+4,0x3.5p+4,0x4254,52.875,53.125
26036,203,52,LP,closed,0x3.4ep+4,0x3.52p+4,0x3.5p+4,0x4254,52.875,53.125
26037,203,53,LP,closed,0x3.4ep+4,0x3.52p+4,0x3.5p+4,0x4254,52.875,53.125
26038,203,54,LP,closed,0x3.4ep+4,0x3.52p+4,0x3.5p+4,0x4254,52.875,53.125
26039,203,55,LP,closed,0x3.4ep+4,0x3.52p+4,0x3.5p+4,0x4254,52.875,53.125
26040,203,56,LP,closed,0x3.4ep+4,0x3.52p+4,0x3.5p+4,0x4254,52.875,53.125
26041,203,57,LP,closed,0x3.4ep+4,0x3.52p+4,0x3.5p+4,0x4254,52.875,53.125
26042,203,58,LP,closed,0x3.4ep+4,0x3.52p+4,0x3.5p+4,0x4254,52.875,53.125
26043,203,59,LP,closed,0x3.4ep+4,0x3.52p+4,0x3.5p+4,0x4254,52.875,53.125
26044,203,60,LP,closed,0x3.4ep+4,0x3.52p+4,0x3.5p+4,0x4254,52.875,53.125
26045,203,61,LP,closed,0x3.4ep+4,0x3.52p+4,0x3.5p+4,0x4254,52.875,53.125
